IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
129.150.51.134,4,4,0.00,206.31,14.02
168.138.162.187,4,4,0.00,206.35,5.42
168.138.184.172,4,4,0.00,206.01,0.00
168.138.177.109,4,4,0.00,206.23,0.00
168.138.191.166,4,4,0.00,206.52,0.00
